title,author_name,author_gender,pub_year,min_age,target_audience,character_gender,genre,character_type,source
In Other Lands,Sarah Rees Brennan,female,2017,14,teen,male,fiction,human,CBSD
In the Night Kitchen,Maurice Sendak,male,1970,3,preschool,male,fiction,human,TIME
"In the Tall, Tall Grass",Denise Fleming,female,1991,2,infant/toddler,male,fiction,non-human,Early Childhood Education Degrees
Indian No More,Charlene Willing McManis and Traci Sorell,female,2019,9,middle elementary,female,fiction,human,ALSC
Indigo's Star,Hilary McKay,female,2004,9,middle elementary,male,fiction,human,ALSC
Infinite Hope: A Black Artist's Journey from World War II to Peace,Ashley Bryan,female,2019,10,middle elementary,male,non-fiction,human,ALSC
Infinity and Me�,Kate Hosford,female,2012,5,preschool,female,fiction,human,Ozobot
Inkheart,Cornelia Funke,female,2003,8,early elementary,female,fiction,human,Today's Parent
Inky's Amazing Escape: How a Very Smart Octopus Found His Way Home,Sy Montgomery,female,2018,4,preschool,male,non-fiction,non-human,Bookvine
Inky's Great Escape: The Incredible and True Story of an Octopus Escape,Casey Lyall,female,2017,5,preschool,male,fiction,non-human,Sterling Publishing
Inside Out and Back Again,Thanhha Lai,female,2011,10,middle elementary,female,fiction,human,Common Sense Media
Inside Your�Outside!,Tish Rabe,female,2003,4,preschool,male,fiction,non-human,Geek Wrapped
Insignificant Events in the Life of a Cactus,Dusti Bowling,female,2017,8,early elementary,female,fiction,non-human,Slate
Interrupting Chicken,David Ezra Stein,male,2010,4,preschool,female,fiction,non-human,ALSC
Interstellar Cinderella,Deborah Underwood,female,2015,3,preschool,female,fiction,human,A Mighty Girl
Into the Deep: The Life of Naturalist and Explorer William Beebe,David Sheldon,male,2009,5,preschool,male,non-fiction,human,Charlesbridge
Inventing the Future: A Photobiography of Thomas Alva Edison,Marfe Ferguson Delano,female,2002,10,middle elementary,male,non-fiction,human,ALSC
Iqbal and His Ingenious Idea: How a Science Project Helps One Family and the Planet,Elizabeth Suneby,female,2018,8,early elementary,male,fiction,human,Barnes & Noble
Iqbal: A Novel,Francesco D'Adamo,male,2001,8,early elementary,male,fiction,human,ALSC
Ira Sleeps Over,Bernard Waber,male,1972,4,preschool,male,fiction,human,Childhood101
IraqiGirl: Diary of a Teenage Girl in Iraq,IraqiGirl,female,2009,12,late elementary,female,non-fiction,human,CBSD
Iris and the Tiger,Leanne Hall,female,2016,9,middle elementary,female,fiction,human,CBSD
Iris and Walter,Elissa Guest,female,2000,6,early elementary,female,fiction,human,ALSC
Is Your Mama a Llama?,Deborah Guarino,female,1989,4,preschool,male,fiction,non-human,Time Out
Isaac Newton,Kathleen Krull,female,2006,8,early elementary,male,non-fiction,human,ALSC
Isaac Newton and the Laws of Motion,Andrea Gianopoulos,female,2007,8,early elementary,male,non-fiction,human,Barnes & Noble
Isaac the Alchemist: Secrets of Isaac Newton Reveal'd,Mary Losure,female,2017,10,middle elementary,male,non-fiction,human,Barnes & Noble
"Isaac the Alchemist: Secrets of Isaac Newton, Reveal'd",Mary Losure,female,2017,11,late elementary,male,non-fiction,human,ALSC
Isabel's War,Lila Peri,female,2014,8,early elementary,female,fiction,human,CBSD
Isadora Moon Has a Sleepover,Harriet Muncaster,female,2019,5,preschool,female,fiction,non-human,Oxford
Isadora Moon Makes Winter Magic,Harriet Muncaster,female,2018,5,preschool,female,fiction,non-human,Oxford
Isadora Moon Puts on a Show,Harriet Muncaster,female,2019,5,preschool,female,fiction,non-human,Oxford
Ish,Peter Reynolds,male,2004,5,preschool,male,fiction,human,Childhood101
Island of the Blue Dolphins,Scott O'Dell,male,1960,9,middle elementary,female,fiction,human,CLC Awards
Islandborn,Junot Diaz,male,2018,3,preschool,female,fiction,human,ALSC
It Began with a Page: How Gyo Fujikawa Drew the Way,Kyo Maclear,female,2019,4,preschool,female,non-fiction,human,ALSC
It Rained Warm Bread: Moishe Moskowitz's Story of Hope,Gloria Moskowitz-Sweet and Hope Anita Smith,female,2019,9,middle elementary,male,non-fiction,human,ALSC
It's Not Easy Being a Bunny,Marilyn Sadler,female,1983,3,preschool,male,fiction,non-human,Childhood101
It's Raining Cats--and Cats!,Jeanne Prevost,female,2008,3,preschool,male,fiction,human,CBSD
It's Raining Pups and Dogs!,Jeanne Prevost,female,2013,3,preschool,female,fiction,human,CBSD
"It's Your First Day of School, Busy Bus!",Jody Jensen Schaffer,female,2018,3,preschool,male,fiction,non-human,Bookvine
Itse Selu: Cherokee Harvest Festival,Daniel Pennington,male,1994,4,preschool,male,fiction,human,Charlesbridge
Ivy Aberdeen's Letter to the World,Ashley Herring Blake,female,2018,11,late elementary,female,fiction,human,ALSC
Jabari Jumps,Gaia Cornwall,female,2017,3,preschool,male,fiction,human,ALSC
Jack and the Flum Flum Tree,Julia Donaldson,female,2011,3,preschool,male,fiction,human,Childhood101
Jack: The Early Years of John F. Kennedy,Ilene Cooper,female,2003,10,middle elementary,male,non-fiction,human,ALSC
Jacob Two-Two Meets the Hooded Fang,Mordecai Richler,male,1975,9,middle elementary,male,fiction,human,Today's Parent
Jamela's Dress,Niki Daly,female,1999,3,preschool,female,fiction,human,ALSC
James and the Giant Peach,Roald Dahl,male,1961,6,early elementary,male,fiction,human,Thrive Global
Jane Eyre,Charlotte Bronte,female,2004,8,early elementary,female,fiction,human,Paperback Swap
Jazz Dog,Marie Voigt,female,2019,2,infant/toddler,male,fiction,non-human,Oxford
Jeannie Houdini: A Hamster's Tale,Mary Ann Stouck,female,2019,3,preschool,female,fiction,human,CBSD
Jenny and the Cat Club,Esther Averill,female,1973,5,preschool,female,fiction,non-human,TIME
Jerome by Heart,Thomas Scotto,male,2009,3,preschool,male,fiction,human,ALSC
Jingle-Jingle,Nicola Smee,female,2008,3,preschool,male,fiction,non-human,Sterling Publishing
JIP: His Story,Katherine Paterson,female,1996,10,middle elementary,male,fiction,human,ALSC
Jitterbug Jam: A Monster Tale,Barbara Jean Hicks,female,2004,4,preschool,male,fiction,non-human,ALSC
Joan of Arc,Diane Stanley,female,1998,8,early elementary,female,non-fiction,human,ALSC
Joan of Arc,Josephine Poole,female,1996,4,preschool,female,non-fiction,human,ALSC
"Joan Procter, Dragon Doctor: The Woman Who Loved Reptiles",Patricia Valdez,female,2018,4,preschool,female,non-fiction,human,Barnes & Noble
Joey Pigza Loses Control,Jack Gantos,male,2000,10,middle elementary,male,fiction,human,ALSC
Joey Pigza Swallowed the Key,Jack Gantos,male,1998,10,middle elementary,male,fiction,human,ALSC
"John Deere, That�s Who! ",Tracy Nelson Maurer,female,2017,4,preschool,male,non-fiction,human,Barnes & Noble
John Henry,Julius Lester,male,1994,4,preschool,male,fiction,human,ALSC
John Muir Wrestles a Waterfall,Julie Danneberg,female,2015,4,preschool,male,non-fiction,human,Charlesbridge
John Steinbeck,Catherine Reef,female,1996,11,late elementary,male,non-fiction,human,ALSC
Joseph Had a Little Overcoat,Simms Taback,male,1999,3,preschool,male,fiction,human,NYPL
Josephine Wants to Dance,Jackie French,female,2006,3,preschool,female,fiction,non-human,Childhood101
Josephine: The Dazzling Life of Josephine Baker,Patricia Hruby Powell,female,2013,10,middle elementary,female,non-fiction,human,ALSC
Journey,Aaron Becker,male,2013,4,preschool,female,fiction,human,TIME
Journey to the River Sea,Eva Ibbotson,female,2001,9,middle elementary,female,fiction,human,ALSC
Journeys with Elijah: Eight Tales of the Prophet,Barbara Diamond Goldin,female,1999,4,preschool,male,fiction,human,ALSC
Juan Bobo Goes to Work,Marisa Montes,female,2000,4,preschool,male,fiction,human,ALSC
Juana & Lucas,Juana Medina,female,2016,5,preschool,female,fiction,human,ALSC
Judy Moody Gets Famous!,Megan McDonald,female,2001,6,early elementary,female,fiction,human,ALSC
Judy Moody was in a Mood,Megan McDonald,female,2000,6,early elementary,female,fiction,human,ALSC
Julia Morgan Built a Castle,Celeste Davidson Mannis,female,2006,5,preschool,female,non-fiction,human,What Do We Do All Day
Julian is a Mermaid,Jessica Love,female,2018,3,preschool,male,fiction,human,ALSC
Julie Black Belt: The Belt of Fire,Oliver Chin,male,2013,3,preschool,female,fiction,human,CBSD
Julie of the Wolves,Jean Craighead George,female,1972,10,middle elementary,female,fiction,human,Woman's Day
"Junie B., First Grader: Toothless Wonder",Barbara Park,female,2007,6,early elementary,female,fiction,human,Reading Rewards
Junonia,Kevin Henkes,male,2011,8,early elementary,female,fiction,human,ALSC
Just Ducks!,Nicola Davies,female,2012,5,preschool,female,fiction,human,ALSC
Just in Case: A Trickster Tale and Spanish Alphabet Book,Yuyi Morales,female,2008,4,preschool,male,fiction,human,ALSC
Just Like Daddy,Lucy Freegard,female,2017,3,preschool,male,fiction,non-human,Sterling Publishing
Just Like Mommy,Lucy Freegard,female,2019,3,preschool,female,fiction,non-human,Sterling Publishing
Just Me And My Dad,Mercer Mayer,male,1977,3,preschool,male,fiction,non-human,WCBC
Just My Luck,Jeff Anderson,male,2016,10,middle elementary,male,fiction,human,Sterling Publishing
Just Right: Searching for the Goldilocks Planet,Curtis Manley,male,2019,5,preschool,female,fiction,human,ALSC
Just So Willow,Sara Shacter,female,2019,3,preschool,female,fiction,non-human,Sterling Publishing
Justin Time: The Big Pet Story,Brandon James Scott,male,2013,3,preschool,male,fiction,non-human,CBSD
Kamik: An Inuit Puppy Story,Donald Uluadluak,male,2012,5,preschool,male,fiction,human,CBSD
Kamishibai Man,Allen Say,male,2005,4,preschool,male,fiction,human,ALSC
"Karl, Get Out of the Garden!: Carolus Linnaeus and the Naming of Everything",Anita Sanchez,female,2017,7,early elementary,male,non-fiction,human,Charlesbridge
Kat Greene Comes Clean,Melissa Roske,female,2017,9,middle elementary,female,fiction,human,Charlesbridge
Kate and the Beanstalk,Mary Pope Osborne,female,2000,4,preschool,female,fiction,human,ALSC
"Kate, Who Tamed the�Wind",Liz Garton Scanlon,female,2018,4,preschool,female,fiction,human,A Mighty Girl
Katherine Johnson ,Thea Feldman,female,2017,6,early elementary,female,non-fiction,human,Barnes & Noble
Katie and the Mona Lisa,James Mayhew,male,1998,5,preschool,female,fiction,human,Childhood101
Katie in Scotland,James Mayhew,male,2011,5,preschool,female,fiction,human,Childhood101
Katie Morag Delivers the Mail,Mairi Hedderwick,female,1984,5,preschool,female,fiction,human,Childhood101
Keeper of Soles,Teresa Bateman,female,2006,4,preschool,male,fiction,human,ALSC
Keeper of the Night,Kimberly Willis Holt,female,2003,12,late elementary,female,fiction,human,ALSC
Keeping the Night Watch,Hope Anita Smith,female,2008,10,middle elementary,male,fiction,human,ALSC
Kensuke's Kingdom,Michael Morpurgo,male,1999,9,middle elementary,male,fiction,human,ALSC
Kenya's�Art,Linda Trice,female,2016,4,preschool,female,fiction,human,A Mighty Girl
Kenya's Song,Linda Trice,female,2013,4,preschool,female,fiction,human,Charlesbridge
Kevin's Great Escape,Philip Reeve,male,2019,7,early elementary,male,fiction,non-human,Oxford
Kick! Jump! Chop!: The Adventures of Ninjabread Man,Heather Ayris Burnell,female,2017,5,preschool,male,fiction,non-human,Sterling Publishing
Kids at Work: Lewis Hine and the Crusade Against Child Labor,Russell Freedman,male,1994,10,middle elementary,male,non-fiction,human,ALSC
Kimmy's Marvelous Wind-Catching Wonder,Linda Glaser,female,2017,3,preschool,female,fiction,human,CBSD
Kinda Like Brothers,Coe Booth,female,2014,8,early elementary,male,fiction,human,ALSC
Kindergarten Countdown! 10 More Sleeps Until School Starts,Marjorie Blain Parker,female,2017,3,preschool,male,fiction,human,Sterling Publishing
King Arthur and the Knights of the Round Table,Thomas Mallory,male,2004,7,early elementary,male,fiction,human,Paperback Swap
King Baby,Kate Beaton,female,2016,4,preschool,male,fiction,human,Childhood101
King Dave: Royalty for Beginners,Elys Dolan,female,2019,7,early elementary,male,fiction,non-human,Oxford
King Jack and the Dragon,Peter Bently,male,2011,3,preschool,male,fiction,human,ALSC
King Shaka: Zulu Legend,Luke Molver,male,2019,12,late elementary,male,fiction,human,CBSD
Kira-Kira,Cynthia Kadohata,female,2004,10,middle elementary,female,fiction,human,ALSC
Kiska,John Smelcer,male,2017,12,late elementary,female,fiction,human,CBSD
Kit's Wilderness,David Almond,male,1999,12,late elementary,male,fiction,human,ALSC
Kitten's First Full Moon,Kevin Henkes,male,2004,0,infant/toddler,female,fiction,non-human,Today
Kitty and the Moonlight Rescue,Paula Harrison,female,2019,5,preschool,female,fiction,non-human,Oxford
Kitty and the Tiger Treasure,Paula Harrison,female,2019,5,preschool,female,fiction,non-human,Oxford
Kiviuq and the Bee Woman,Noel McDermott,female,2018,9,middle elementary,male,fiction,human,CBSD
Knock Knock: My Dad's Dream for Me,Daniel Beaty,male,2013,5,preschool,male,fiction,human,ALSC
Knucklehead: Tall Tales & Mostly True Stories about Growing Up Scieszka,Jon Scieska,male,2008,8,early elementary,male,non-fiction,human,ALSC
Knuffle Bunny,Mo Willems,male,2004,3,preschool,female,fiction,human,Thrive Global
Knuffle Bunny Too: A Case of Mistaken Identity,Mo Willems,male,2007,3,preschool,female,fiction,human,ALSC
Koala is Not a Bear,Kristin Gray,female,2019,4,preschool,female,fiction,non-human,Sterling Publishing
Koala Lou ,Mem Fox,female,1984,4,preschool,female,fiction,non-human,Childhood101
Kyle's Island,Sally Derby,female,2010,10,middle elementary,male,fiction,human,Charlesbridge
Lab Girl,Hope Jahren,female,2016,14,teen,female,non-fiction,human,Science
Lady Lollipop,Dick King-Smith,male,2000,7,early elementary,female,fiction,non-human,ALSC
Lafayette and the American Revolution,Russell Freedman,male,2010,10,middle elementary,male,non-fiction,human,ALSC
Lailah's Lunchbox,Reem Faruqi,female,2015,5,preschool,female,fiction,human,ALSC
Lalani of the Distant Sea,Erin Entrada Kelly,female,2019,8,early elementary,female,fiction,human,ALSC
Land of Fences,Mark Smith,male,2019,12,late elementary,male,fiction,human,CBSD
Land Shark,Beth Ferry,female,2015,5,preschool,male,fiction,non-human,Childhood101
Larklight: A Rousing Tale of Dauntless Pluck in the Farthest Reaches of Space,Philip Reeve,male,2006,10,middle elementary,male,fiction,human,ALSC
Last Day Blues,Julie Danneberg,female,2006,5,preschool,female,fiction,human,Charlesbridge
Last Stop on Market Street,Matt de la Pena,male,2015,3,preschool,male,fiction,human,ALSC
Layla's Happiness,Mariahadessa Ekere Tallie,female,2019,4,preschool,female,fiction,human,CBSD
Lazybones,Claire Messer,female,2018,3,preschool,male,fiction,non-human,Fatherly
Lea Leads The�Way,Lisa Yee,female,2016,8,early elementary,female,fiction,human,A Mighty Girl
Leaf Man,Lois Ehlert,female,2005,4,preschool,male,fiction,non-human,ALSC
Leap Back Home to Me,Lauren Thompson,female,2011,2,infant/toddler,male,fiction,non-human,Childhood101
Leave Me Alone!,Vera Brosgol,female,2016,4,preschool,female,fiction,human,ALSC
"Left, Right, Emma!",Stuart Murphy,male,2012,2,infant/toddler,female,fiction,non-human,Charlesbridge
Lena's Shoes are Nervous: A First-Day-of-School Dilemma,Keith Calabrese,male,2018,3,preschool,female,fiction,human,Charlesbridge
Lenny & Lucy,Philip Stead,male,2015,4,preschool,male,fiction,human,ALSC
Leo Can Swim,Anna McQuinn,female,2016,0,infant/toddler,male,fiction,human,Charlesbridge
Leo Gets a Checkup,Anna McQuinn,female,2018,4,preschool,male,fiction,human,Bookvine
Leo Loves Baby Time,Anna McQuinn,female,2014,4,preschool,male,fiction,human,Bookvine
Leo: A Ghost Story,Mac Barnett,male,2015,5,preschool,male,fiction,human,ALSC
Leon's Story,Leon Walter Tillage,male,1997,9,middle elementary,male,non-fiction,human,ALSC
Leonardo da Vinci,Kathleen Krull,female,2005,8,early elementary,male,non-fiction,human,ALSC
Leonardo da Vinci ,Jane Kent,female,2018,6,early elementary,male,non-fiction,human,Sterling Publishing
Leonardo the Terrible Monster,Mo Willems,male,2005,3,preschool,male,fiction,non-human,ALSC
"Let 'er Buck!: George Fletcher, the People's Champion",Vaunda Micheaux Nelson,female,2019,8,early elementary,male,non-fiction,human,ALSC
Let's Go Zap Shaytan: How to Defeat the Devil,Razana Noor,female,2019,3,preschool,male,fiction,non-human,CBSD
Lety Out Loud,Angela Cervantes,female,2019,8,early elementary,female,fiction,human,ALSC
Liar & Spy,Rebecca Stead,female,2012,8,early elementary,male,fiction,human,ALSC
Liberty,Lynn Curlee,female,2000,7,early elementary,female,fiction,non-human,ALSC
"Libra: Decisions, Decisions",Michelle Tea,female,2019,6,early elementary,female,fiction,non-human,CBSD
Library Lion,Michelle Knudsen,female,2006,4,preschool,male,fiction,non-human,TIME
Life in the Ocean: The Story of Oceanographer Sylvia�Earle,Claire Nivola,female,2012,4,preschool,female,non-fiction,human,A Mighty Girl
